timestamp,open,high,low,close,volume
2026-08-18,185.2800,185.5750,183.5100,183.5600,4646025
2026-08-17,186.3900,187.3900,186.1800,186.3200,5363153
2026-08-14,186.1800,186.8800,185.6001,186.5100,3590373
2026-08-13,186.4800,186.6700,184.7400,185.7900,4942559
2026-08-12,187.1700,187.4100,185.1500,185.8800,4052141
2026-08-11,185.0800,187.2600,185.0300,185.7000,4893903
2026-08-10,185.9300,185.9300,184.3700,184.6000,3438696
2026-08-07,185.4500,185.8700,183.9900,185.1800,6170231
2026-08-06,186.7000,187.4600,184.5000,184.7600,5520599
2026-08-05,186.5800,188.1900,185.9900,186.3500,5641064
2026-08-04,185.6400,186.8700,183.2800,186.4000,10497957
2026-08-03,180.4600,183.3470,180.1000,183.1600,8814029
2026-07-31,180.5000,180.9244,177.8900,179.8400,7206270
2026-07-30,178.9300,179.1000,175.9600,178.3900,7368172
2026-07-29,181.0000,181.4400,176.3500,176.6600,9507073
2026-07-28,182.6300,182.9500,181.4400,182.4900,5708678
2026-07-27,183.6200,184.4200,180.8400,183.2000,6195737
2026-07-24,181.9200,183.9000,181.7400,182.6600,5507718
2026-07-23,179.0900,182.9800,179.0900,181.9400,8556033
2026-07-22,178.2000,179.8400,178.1400,178.8500,4350196
2026-07-21,179.5100,179.9400,177.7600,178.6600,4836072
2026-07-20,180.6100,181.2650,177.5900,178.1200,6044619
2026-07-17,178.2600,181.4600,177.6000,179.4100,8061743
2026-07-16,178.7900,180.5600,178.5500,180.1500,6093169
2026-07-15,180.7800,181.0200,177.7800,180.0600,7491727
2026-07-14,181.6700,182.5100,179.8600,180.4500,6672878
2026-07-13,181.5200,182.1800,179.8000,180.3700,5384899
2026-07-10,181.1500,182.5800,180.1600,181.9200,5315828
2026-07-09,182.4300,182.7500,180.7300,181.1100,5381864
2026-07-08,180.7600,181.8900,179.0800,180.4200,7333324
2026-07-07,184.5350,184.9200,180.6600,182.3800,7721520
2026-07-06,184.7000,186.4450,184.7000,185.5600,6701926
2026-07-02,184.7100,185.4800,181.9100,183.9100,6535995
2026-07-01,184.3700,185.6500,182.7200,183.3600,8112773
2026-06-30,183.3200,185.4500,182.7000,185.2300,6530882
2026-06-29,181.5100,183.5800,181.3500,182.7600,7860473
2026-06-26,182.6400,183.0700,180.9100,181.2000,8856194
2026-06-25,182.2400,186.0900,182.0550,184.1200,7869172
2026-06-24,179.0700,181.8899,178.3400,180.2100,7088938
2026-06-23,179.1600,180.0100,177.2300,178.1500,8927800
2026-06-22,180.7750,182.2800,180.6900,181.8000,6669171
2026-06-18,182.5000,182.9200,180.4500,180.9100,8059187
2026-06-17,179.9700,182.3300,179.1300,179.6000,11053156
2026-06-16,179.5800,181.1000,179.3100,179.8500,8978384
2026-06-15,178.8000,179.9800,178.5100,178.6800,7522146
2026-06-12,176.0200,176.6100,174.6300,176.1800,6961639
2026-06-11,171.2800,175.6800,170.9900,175.1500,11046111
2026-06-10,174.5700,174.5750,169.4500,169.6600,13851882
2026-06-09,174.3700,176.5900,171.7250,175.6000,9457448
2026-06-08,174.9200,175.3300,173.2700,173.6300,5372371
2026-06-05,175.6100,176.3700,173.4750,174.1800,8893424
2026-06-04,174.9300,176.4800,174.2800,176.1600,6670285
2026-06-03,173.7300,176.1030,173.5500,174.0500,6900640
2026-06-02,172.9400,174.5000,172.3700,174.1900,8663957
2026-06-01,171.5900,172.8600,170.3900,172.4000,8235321
2026-05-29,173.5700,173.8750,172.3700,173.1300,7054759
2026-05-28,173.4900,174.7100,172.0550,173.8000,8670016
2026-05-27,174.5400,174.8600,173.4700,174.3000,7414198
2026-05-26,173.1900,174.7800,172.8708,174.3000,6798426
2026-05-22,171.7500,172.8800,170.4160,171.7700,6910533
2026-05-21,169.8100,171.3000,168.9100,170.5300,8534983
2026-05-20,169.2300,171.4800,168.3700,170.7300,10492145
2026-05-19,169.6300,170.1800,168.1100,168.7400,7503644
2026-05-18,171.5600,171.5700,169.5000,170.7500,8696027
2026-05-15,172.8000,172.8000,170.9300,171.4000,7826324
2026-05-14,174.1700,174.7250,172.8400,174.5100,7364444
2026-05-13,174.2400,174.6100,172.5200,173.6200,6070834
2026-05-12,174.4300,174.7900,172.1400,174.3500,7468782
2026-05-11,173.2400,175.5500,172.8800,175.0400,6277196
2026-05-08,175.1500,175.3200,173.0900,173.2000,5883790
2026-05-07,177.4400,177.7200,173.4300,174.0000,10627970
2026-05-06,175.2800,177.3400,174.2500,176.8700,10461344
2026-05-05,172.1500,173.0550,171.2000,172.4100,6189421
2026-05-04,172.5000,173.2100,170.6600,170.9800,7618505
2026-05-01,175.2300,175.4300,172.9400,172.9600,6800745
2026-04-30,171.4900,174.8150,171.1400,174.5800,12012115
2026-04-29,171.2500,171.7100,169.2300,169.9300,9059904
2026-04-28,171.6800,171.8600,169.5400,170.9800,9000028
2026-04-27,172.5100,173.5100,171.5200,172.5100,6689528
2026-04-24,173.9700,174.1800,171.9600,172.4700,7665349
2026-04-23,171.8300,174.7850,171.6000,174.0700,14418982
2026-04-22,173.3100,173.9200,170.3300,171.0400,10595713
2026-04-21,173.5300,174.6850,170.9300,171.4400,8752877
2026-04-20,173.1300,173.9750,172.5600,173.9000,5735342
2026-04-17,172.2400,175.1300,172.1350,173.5100,9529223
2026-04-16,171.2500,172.0600,169.5200,170.3300,8629169
2026-04-15,173.1100,173.1500,170.0800,171.1800,13548327
2026-04-14,173.1300,174.0400,172.0250,173.3500,5490650
2026-04-13,170.9900,172.7800,170.6100,172.7300,6814093
2026-04-10,172.4900,172.7000,171.2100,171.5200,5169823
2026-04-09,169.8800,173.1600,169.8000,172.1900,8179966
2026-04-08,169.6000,171.0600,169.1100,170.4400,12808578
2026-04-07,163.6500,164.6800,162.8000,164.2800,10068187
2026-04-06,163.5400,164.6400,162.7700,164.6100,7105762
2026-04-02,161.7200,165.7400,161.1400,163.7700,11097207
2026-04-01,163.4850,165.7650,163.2700,164.4300,17035339
2026-03-31,158.7000,162.2400,158.0500,161.7300,15855947
2026-03-30,160.5500,160.7400,156.0800,156.6100,17459632
2026-03-27,160.5900,161.2900,158.8500,159.2000,13923669
2026-03-26,163.7300,164.6100,161.0900,161.2700,15416447
