timestamp,open,high,low,close,volume
2026-08-14,82.2300,82.3600,81.8200,82.0400,31356114
2026-08-13,82.5900,83.0000,82.4900,82.5900,26921527
2026-08-12,82.4500,82.4750,82.0500,82.1100,21444552
2026-08-11,82.2700,82.4568,82.1200,82.1900,23268515
2026-08-10,82.4000,82.4500,82.0300,82.0600,36743633
2026-08-07,82.7950,82.8500,82.4801,82.7600,96129996
2026-08-06,82.7700,82.9200,82.4000,82.5200,27566560
2026-08-05,82.9450,83.1500,82.8000,83.0000,29465796
2026-08-04,82.6500,82.8400,82.5700,82.8200,38408581
2026-08-03,82.2400,82.3500,82.0100,82.1900,32050804
2026-07-31,82.4500,82.4500,81.8900,82.2500,50359783
2026-07-30,82.8050,82.9000,82.5150,82.8000,40407332
2026-07-29,84.1000,84.1513,82.7000,82.8500,41445198
2026-07-28,83.8600,84.3400,83.8450,84.2400,25366895
2026-07-27,83.7300,83.8700,83.5200,83.7500,23818953
2026-07-24,83.3100,83.6550,83.2250,83.2500,15105997
2026-07-23,82.9900,83.2500,82.9600,83.1700,29152762
2026-07-22,83.6050,83.7000,83.3801,83.4400,15988382
2026-07-21,83.7350,83.7700,83.4300,83.6600,14287531
2026-07-20,84.3100,84.3400,83.8150,83.8900,24289038
2026-07-17,84.6200,84.8200,84.4900,84.5200,22065623
2026-07-16,83.8400,84.2200,83.7900,84.2100,20817836
2026-07-15,84.0800,84.4050,84.0800,84.2400,17837800
2026-07-14,84.1800,84.5000,84.0350,84.0800,23793453
2026-07-13,84.1850,84.2800,83.9340,83.9700,18742492
2026-07-10,84.5050,84.6250,84.2800,84.4700,14454110
2026-07-09,84.2800,84.6800,84.2550,84.4900,18625289
2026-07-08,84.3100,84.4500,84.0601,84.3600,25806645
2026-07-07,85.1150,85.1677,84.5400,84.5500,24816434
2026-07-06,85.4300,85.4800,85.1800,85.4500,17940936
2026-07-02,85.3800,85.7800,85.3700,85.5100,20957228
2026-07-01,85.4800,85.7900,85.4250,85.5200,28109797
2026-06-30,87.1500,87.1750,86.3750,86.4200,31079477
2026-06-29,87.3550,87.5400,87.3000,87.4500,19457155
2026-06-26,87.0100,87.3700,87.0001,87.3600,21650818
2026-06-25,87.5800,87.7900,87.2900,87.3500,28392350
2026-06-24,87.1500,87.4700,87.1200,87.3800,41836982
2026-06-23,86.1200,86.4250,86.1000,86.2000,19145517
2026-06-22,86.3000,86.3300,85.9700,86.0900,28595080
2026-06-18,87.0700,87.1750,86.6500,86.7500,32350902
2026-06-17,86.3300,86.5900,85.9300,86.3300,34507482
2026-06-16,85.9600,86.3800,85.9250,86.1900,26472475
2026-06-15,85.9600,86.1100,85.6700,85.7200,17632742
2026-06-12,85.6400,85.8300,85.4100,85.7700,23100929
2026-06-11,85.1700,86.0400,85.0400,85.9800,35190465
2026-06-10,85.1200,85.3000,84.7000,84.8800,21258274
2026-06-09,84.9700,85.1800,84.7800,85.1200,22617747
2026-06-08,85.2300,85.3250,84.6200,84.6200,22922742
2026-06-05,84.9900,85.3450,84.9200,85.0600,26461163
2026-06-04,85.6050,85.7100,85.4200,85.5000,15866492
2026-06-03,85.2850,85.4300,85.1000,85.3100,15371998
2026-06-02,85.8000,85.8200,85.5000,85.6500,20319048
2026-06-01,84.9300,85.5400,84.8000,85.4700,26322365
2026-05-29,85.8100,85.9600,85.5500,85.7600,33118565
2026-05-28,85.3600,85.8450,85.2700,85.7400,25417298
2026-05-27,85.2500,85.4800,85.1500,85.3000,23589557
2026-05-26,85.3350,85.3750,84.9000,85.1000,22531218
2026-05-22,84.6050,84.6800,84.1350,84.6800,27987659
2026-05-21,83.6207,84.2575,83.3250,84.2200,24887001
2026-05-20,83.0600,84.0000,83.0400,83.9100,43939264
2026-05-19,82.9600,83.2300,82.7700,83.0200,35346602
2026-05-18,83.7000,83.9150,83.3150,83.5600,26166181
2026-05-15,83.8700,83.9700,83.5900,83.6600,50795960
2026-05-14,85.2600,85.3750,84.9050,84.9200,25247190
2026-05-13,84.9400,85.0500,84.5900,84.8000,26295099
2026-05-12,85.1900,85.2000,84.9200,84.9900,27680614
2026-05-11,85.8800,85.9150,85.4900,85.5600,17713653
2026-05-08,86.0600,86.2800,85.9900,86.0800,30797630
2026-05-07,86.2800,86.2900,85.5950,85.6500,21178332
2026-05-06,86.0490,86.1650,85.9200,86.0800,22530704
2026-05-05,85.1450,85.4900,85.0900,85.4300,18226454
2026-05-04,85.3500,85.3600,84.7600,84.9600,27226010
2026-05-01,85.5000,85.9950,85.3400,85.6100,21280951
2026-04-30,85.8850,85.9000,85.3850,85.6200,28516180
2026-04-29,85.9850,85.9900,85.5500,85.7000,29020823
2026-04-28,86.1200,86.3700,85.9400,86.3700,14553573
2026-04-27,86.4890,86.6200,86.1926,86.2800,19250144
2026-04-24,86.4600,86.8200,86.2500,86.7100,22285741
2026-04-23,86.8250,87.0400,86.2400,86.5500,21106665
2026-04-22,87.0500,87.1550,86.7050,86.7400,13676816
2026-04-21,86.9700,87.0920,86.5300,86.5700,19798692
2026-04-20,87.1100,87.1250,86.7100,87.0500,14623480
2026-04-17,87.0500,87.2100,86.8900,87.0700,29604128
2026-04-16,86.9150,86.9700,86.2000,86.2800,20001034
2026-04-15,87.0200,87.0700,86.7250,86.8300,15119636
2026-04-14,86.7000,87.2400,86.6300,87.2100,16606917
2026-04-13,86.4400,86.8000,86.2500,86.7500,12719726
2026-04-10,86.6000,86.6800,86.3300,86.4900,13247732
2026-04-09,86.6900,87.1301,86.3924,86.7000,18909082
2026-04-08,87.3600,87.3700,86.7300,86.9200,22244916
2026-04-07,86.5200,86.6750,85.9100,86.6400,22747227
2026-04-06,86.5000,86.8500,86.3850,86.6500,14660325
2026-04-02,86.2050,86.8500,86.1507,86.7900,33310584
2026-04-01,86.2800,86.7050,86.2300,86.2600,31157621
2026-03-31,86.9300,87.1600,86.5700,86.6900,47112153
2026-03-30,86.6300,86.9500,86.4850,86.7800,36473153
2026-03-27,85.5000,86.1000,85.4500,85.6400,39928851
2026-03-26,86.3400,86.6100,85.9300,86.1100,39536966
2026-03-25,86.7500,86.8800,86.4800,86.8400,37861005
2026-03-24,85.7200,86.2900,85.5600,86.0100,51799399
