timestamp,open,high,low,close,volume
2026-08-13,43.8900,44.1950,43.8800,44.0400,17806940
2026-08-12,43.7600,43.9600,43.6400,43.8400,15979025
2026-08-11,43.1300,43.7100,43.0800,43.6300,19690834
2026-08-10,43.4300,43.5200,43.0550,43.1300,25438230
2026-08-07,43.2000,43.8653,42.9450,43.6100,18693808
2026-08-06,44.1500,44.2700,43.1550,43.3800,27020146
2026-08-05,44.1000,44.1300,43.2850,43.6600,26062254
2026-08-04,44.2500,44.2900,43.5850,44.1100,26772266
2026-08-03,44.2400,44.6600,43.9400,44.3600,25872639
2026-07-31,44.6100,44.7400,44.3050,44.3500,20778490
2026-07-30,45.1950,45.2350,44.3600,44.6600,23430326
2026-07-29,45.7600,45.7997,44.7300,44.9100,23653223
2026-07-28,45.8600,46.4251,45.5000,45.5200,16414449
2026-07-27,46.1250,46.2800,45.5600,45.6800,16609574
2026-07-24,46.4000,46.6250,46.1000,46.2900,16108991
2026-07-23,45.6500,46.3279,45.6000,46.1900,13696748
2026-07-22,45.2700,45.9850,45.2100,45.9300,18366860
2026-07-21,44.8700,45.0400,44.6400,44.9200,15891711
2026-07-20,45.3250,45.6600,44.8100,44.9400,17830881
2026-07-17,45.9000,46.1500,45.0550,45.1700,20924552
2026-07-16,45.2400,45.6200,45.1200,45.4700,15615749
2026-07-15,45.7300,45.9450,45.1650,45.2200,15909539
2026-07-14,45.9300,46.2800,45.5600,45.6900,17387165
2026-07-13,45.4500,45.8775,45.4300,45.7200,15732093
2026-07-10,45.1200,45.4800,45.0900,45.4100,14050476
2026-07-09,45.5550,45.6600,45.0400,45.1300,19667847
2026-07-08,45.7400,45.8200,45.3100,45.3600,14863172
2026-07-07,45.6300,46.3200,45.5300,45.7000,18962726
2026-07-06,45.7100,45.8250,45.1101,45.3000,19176598
2026-07-02,45.0300,45.8000,45.0000,45.7600,24335424
2026-07-01,45.2400,45.3600,44.6400,44.7700,29493056
2026-06-30,45.8600,45.9450,45.3200,45.3400,18906764
2026-06-29,46.2000,46.3100,45.7700,46.0200,17917776
2026-06-26,46.0000,46.2300,45.8850,46.2000,19479289
2026-06-25,45.6600,46.1850,45.4950,45.8500,19263556
2026-06-24,45.2900,45.6000,45.0850,45.5400,18884490
2026-06-23,44.7500,45.2000,44.4600,45.0700,22295624
2026-06-22,44.4800,44.9650,44.4300,44.7200,21868643
2026-06-18,44.6000,45.3400,44.5300,44.7600,36828323
2026-06-17,44.8200,45.1700,44.2400,44.4600,22210410
2026-06-16,44.8400,45.5000,44.7600,45.0600,16396606
2026-06-15,44.4800,44.9999,44.1900,44.7400,18437566
2026-06-12,44.1900,44.6100,44.1875,44.5300,17942646
2026-06-11,44.2200,44.5200,44.0100,44.0500,19146321
2026-06-10,44.2200,44.2800,43.7900,44.0000,17778006
2026-06-09,43.6400,44.0800,43.4650,43.9800,20424836
2026-06-08,44.3200,44.3750,43.4700,43.5200,20843504
2026-06-05,44.0400,44.6200,43.9650,44.3500,21351631
2026-06-04,43.8700,44.1100,43.3400,43.9400,18216478
2026-06-03,43.9600,44.4800,43.6750,43.7100,21948642
2026-06-02,43.2100,43.9600,43.1750,43.9000,27366314
2026-06-01,43.9000,43.9600,43.0700,43.1000,31206303
2026-05-29,44.6700,44.7150,44.2500,44.4200,23049824
2026-05-28,45.0300,45.2700,44.5800,44.6300,19385141
2026-05-27,45.2500,45.3650,44.9450,45.1400,16871503
2026-05-26,45.5850,45.6350,45.3300,45.3300,13740826
2026-05-22,45.0600,45.4400,44.9200,45.3500,15189833
2026-05-21,44.5500,45.0100,44.4350,45.0000,18781147
2026-05-20,44.6600,44.8550,44.4100,44.5100,17546517
2026-05-19,43.8200,44.4100,43.6200,44.3400,22307131
2026-05-18,44.0700,44.2100,43.5250,43.9400,31554327
2026-05-15,44.7100,44.7650,43.8250,43.8700,21857600
2026-05-14,44.6300,44.9200,44.5450,44.9000,18472918
2026-05-13,44.8000,44.8153,44.3600,44.6700,27268577
2026-05-12,45.0600,45.3799,44.8000,45.1900,28240494
2026-05-11,45.0950,45.3050,44.8300,45.1400,22669334
2026-05-08,45.3600,45.5100,44.6900,44.7200,18158143
2026-05-07,45.6200,45.6800,45.0000,45.1200,23499387
2026-05-06,46.2800,46.3800,45.6401,45.7100,26315537
2026-05-05,46.5300,46.8200,46.3600,46.3700,17499619
2026-05-04,46.2600,46.8500,46.0900,46.3700,18054160
2026-05-01,46.8400,47.2960,46.5150,46.5500,15507049
2026-04-30,45.8500,46.8900,45.8500,46.8500,22378516
2026-04-29,46.0700,46.2700,45.5600,45.6800,12655051
2026-04-28,46.4400,46.5200,46.0400,46.2500,13016048
2026-04-27,46.3700,46.4950,46.1700,46.1900,14543089
2026-04-24,46.0300,46.3000,45.7400,46.1800,24158735
2026-04-23,45.3700,46.1400,45.2000,46.0900,23864320
2026-04-22,45.3400,45.6200,44.7100,44.8700,21731747
2026-04-21,45.9100,45.9500,44.9100,44.9500,19596909
2026-04-20,46.1200,46.3350,45.6500,45.7500,14376082
2026-04-17,46.2300,46.2800,45.6400,46.1600,17601516
2026-04-16,46.0000,46.3700,45.8350,46.3500,26945431
2026-04-15,46.3100,46.3150,45.8800,46.0200,24843894
2026-04-14,46.4000,46.5600,45.9000,46.4700,25118645
2026-04-13,46.8400,46.8785,46.1200,46.3900,17795655
2026-04-10,47.0600,47.4550,46.8650,46.9600,15052056
2026-04-09,46.6600,47.7050,46.6200,47.1500,23274642
2026-04-08,46.2900,46.7800,45.9800,46.7800,18879725
2026-04-07,46.0600,46.4300,46.0400,46.2700,13657009
2026-04-06,46.1450,46.4965,46.0900,46.1700,12939531
2026-04-02,46.0400,46.5900,45.9099,46.3400,17331813
2026-04-01,45.7800,46.2800,45.6950,46.1100,31185116
2026-03-31,45.8500,45.9498,45.2600,45.8900,42852764
2026-03-30,46.1700,46.3350,45.7550,45.9200,28363610
2026-03-27,45.3700,46.0750,45.3000,45.5900,26172879
2026-03-26,45.2400,45.4800,45.0150,45.3300,19987998
2026-03-25,45.5200,45.6450,45.2100,45.2500,22297378
2026-03-24,44.5600,45.5351,44.4850,45.0900,24184025
2026-03-23,44.9300,45.1853,44.5700,44.7800,31574256
