timestamp,open,high,low,close,volume
2026-08-14,191.1100,191.3500,189.2500,190.0300,3633064
2026-08-13,189.1300,191.7400,188.8600,190.7700,4873867
2026-08-12,189.4700,189.5900,188.3300,188.8600,5887231
2026-08-11,187.6900,187.7100,185.0700,186.0900,5759202
2026-08-10,188.0800,188.8400,186.2650,186.3200,6486751
2026-08-07,187.9900,188.7300,185.7400,187.9700,6361238
2026-08-06,183.1900,186.9100,182.0600,185.3300,6706016
2026-08-05,187.3400,188.6200,185.7100,185.9100,7571369
2026-08-04,182.5200,187.7050,181.8700,186.9000,13495817
2026-08-03,174.0100,178.9200,173.0400,178.0400,9343373
2026-07-31,177.4600,178.6200,172.7000,175.3500,9146173
2026-07-30,172.8100,176.0900,172.1600,175.7300,15103710
2026-07-29,171.1200,172.5100,166.4620,166.5700,14380490
2026-07-28,171.2100,172.1700,167.5400,171.0900,10049334
2026-07-27,177.8300,178.3000,171.7300,174.3000,8376633
2026-07-24,177.8200,179.0100,175.0500,175.8800,7739565
2026-07-23,178.8000,180.3900,177.2000,178.4500,7177020
2026-07-22,178.1550,181.4300,178.1500,180.2700,5357598
2026-07-21,179.5600,181.0150,178.1700,180.7800,7506833
2026-07-20,177.1900,178.7000,175.5200,175.7100,7638589
2026-07-17,172.8500,177.9200,171.3400,175.5900,12036704
2026-07-16,179.0000,179.4796,176.4100,177.5200,8666508
2026-07-15,185.1100,185.2900,178.2200,181.5800,9256842
2026-07-14,183.7100,184.4300,181.3300,183.6200,6399550
2026-07-13,183.1000,183.9000,180.5400,181.2800,8595097
2026-07-10,184.0050,186.2300,183.0900,185.7800,6162013
2026-07-09,184.7600,186.4000,183.5600,185.3500,7756590
2026-07-08,177.4800,181.6300,177.1500,181.4000,10528340
2026-07-07,179.8400,180.7200,176.3600,179.1800,12254781
2026-07-06,182.6600,185.7100,182.0400,183.5700,8923121
2026-07-02,185.4900,187.3800,178.7200,180.5900,14192634
2026-07-01,186.8300,187.9800,185.3800,185.6200,9960304
2026-06-30,185.7600,190.9400,185.6000,190.5200,10729882
2026-06-29,183.1200,185.6600,178.6700,185.4100,11857031
2026-06-26,181.0000,183.1100,179.7600,181.1100,13433883
2026-06-25,188.1450,188.4100,180.3750,184.5700,13230220
2026-06-24,184.0650,185.6600,180.7900,183.0500,12323693
2026-06-23,184.6800,187.2500,183.7000,184.1900,14633591
2026-06-22,192.9500,194.3000,190.8600,192.1500,11313040
2026-06-18,190.4200,191.9950,189.3800,191.4400,12101594
2026-06-17,189.0050,189.9900,185.3000,185.8000,14396140
2026-06-16,191.2270,192.2500,186.4300,186.4400,10077157
2026-06-15,190.3710,192.0800,189.7500,191.7900,13097839
2026-06-12,183.2400,185.8400,181.6443,184.8000,15014349
2026-06-11,177.7900,183.6600,176.4950,183.2100,18238394
2026-06-10,178.1600,182.4100,176.1500,176.6300,20059836
2026-06-09,185.9100,187.0800,172.8800,180.7700,29884444
2026-06-08,185.2200,186.7100,183.1701,184.1800,14684968
2026-06-05,188.8850,189.2200,179.8000,180.3000,26816074
2026-06-04,191.5200,194.7400,189.6900,193.1700,13142622
2026-06-03,198.3700,198.7300,194.5250,196.2300,11582093
2026-06-02,196.4500,198.3800,195.7500,198.2100,10175184
2026-06-01,192.3200,196.4999,191.1500,195.7600,18968777
2026-05-29,189.3300,191.6300,189.1950,191.0200,15040309
2026-05-28,184.8300,187.5800,183.7900,186.8500,11167566
2026-05-27,186.1800,186.2650,182.5400,184.4300,12300345
2026-05-26,183.2000,186.0000,182.5850,185.1400,12500330
2026-05-22,180.0300,181.7300,179.5600,180.3900,10742209
2026-05-21,175.8300,178.9800,175.8300,178.6000,10873195
2026-05-20,174.6600,177.2500,173.9500,177.1400,12567497
2026-05-19,172.6800,175.1800,170.8310,173.2400,15751423
2026-05-18,177.6200,177.8500,171.9100,174.3600,19162640
2026-05-15,176.2100,178.7000,174.6300,176.2600,14518963
2026-05-14,177.3600,180.2150,176.8650,179.5000,11424870
2026-05-13,177.2700,177.7400,174.2600,176.8500,9817869
2026-05-12,176.1500,176.9900,171.1950,175.2000,15950695
2026-05-11,176.1500,178.3000,175.8700,177.8800,10461797
2026-05-08,171.5900,175.6000,171.3000,175.5200,11222155
2026-05-07,170.2600,171.9500,168.7000,169.6900,11031513
2026-05-06,167.8800,170.0800,166.8400,170.0300,11304664
2026-05-05,163.8700,166.0200,163.5200,165.6300,9813549
2026-05-04,162.7050,163.2400,160.8800,162.0500,10739960
2026-05-01,160.3900,162.2850,160.1400,161.8700,10161809
2026-04-30,159.6500,159.8000,156.8800,159.5000,9276361
2026-04-29,158.8300,159.1500,157.7500,159.1100,7506934
2026-04-28,157.1100,158.6400,156.1600,157.8500,9252973
2026-04-27,160.0200,160.6200,158.8100,160.5700,8963915
2026-04-24,158.4300,160.4000,157.6000,160.2200,11059778
2026-04-23,156.7700,157.7950,153.9500,155.8400,12151377
2026-04-22,156.2200,158.1600,155.5200,158.0900,13830378
