timestamp,open,high,low,close,volume
2026-08-17,62.1500,62.6800,61.7900,62.5900,23542428
2026-08-14,61.3700,62.1100,61.2500,61.9100,22777742
2026-08-13,60.5200,61.1250,60.2300,61.0600,20703554
2026-08-12,60.4700,61.1700,60.3350,61.0300,22584153
2026-08-11,59.9900,61.0800,59.9900,60.9300,22400839
2026-08-10,58.1900,60.2100,58.1000,60.1800,33677848
2026-08-07,57.5250,58.0450,57.1100,57.5000,21092719
2026-08-06,58.3900,58.5600,57.5800,58.1600,25084278
2026-08-05,58.7700,58.9800,57.2050,57.3100,33213538
2026-08-04,57.7000,58.7200,57.1300,58.5200,37661542
2026-08-03,58.6900,59.3250,58.1600,58.7900,26038365
2026-07-31,58.9300,59.6850,58.3200,59.5500,23556476
2026-07-30,58.0800,59.1050,58.0200,58.9600,23045724
2026-07-29,59.0800,59.3000,58.4200,58.6500,34175576
2026-07-28,58.4100,58.7900,57.2500,57.5700,27800811
2026-07-27,58.4100,59.2799,58.2300,58.3600,33826362
2026-07-24,59.4000,60.4500,59.4000,59.6200,34181899
2026-07-23,60.2440,60.3768,59.2650,59.3800,35838630
2026-07-22,59.2700,59.5200,58.9000,59.2000,29548568
2026-07-21,58.1600,58.5300,57.8300,58.5000,20315679
2026-07-20,57.5550,58.3850,57.4100,57.9400,27329327
2026-07-17,57.9500,58.1150,57.2800,57.6800,31397793
2026-07-16,56.6600,57.3000,56.5950,57.0200,27476980
2026-07-15,56.9400,57.0400,55.7600,56.5000,33184198
2026-07-14,57.0000,57.2200,56.2900,56.9500,32578964
2026-07-13,55.8600,56.9700,55.8600,56.7400,41200899
2026-07-10,55.0800,55.2400,54.3600,55.0800,22974652
2026-07-09,55.2800,55.4800,54.7300,54.8200,21770724
2026-07-08,55.4550,56.0350,54.8650,55.6000,39741354
2026-07-07,53.6100,54.8200,53.6000,54.6400,41833647
2026-07-06,53.0580,53.5500,53.0000,53.1300,24735264
2026-07-02,53.2400,53.6500,52.9100,53.2200,28538218
2026-07-01,53.0450,53.4400,52.6200,52.8100,33662700
2026-06-30,53.6200,54.1150,53.0800,53.1100,28283952
2026-06-29,53.9800,54.2800,53.4700,53.5800,25142317
2026-06-26,54.0000,54.1500,53.6750,53.8400,19025239
2026-06-25,53.2000,54.3150,53.0000,54.0900,28238616
2026-06-24,53.5000,53.7650,52.9400,53.5700,43034611
2026-06-23,54.1400,54.5600,53.8700,54.4600,38690404
2026-06-22,53.5300,54.1300,53.1650,54.0600,30765618
2026-06-18,54.1400,54.2500,53.2450,53.7700,39645690
2026-06-17,55.2600,55.3600,54.5400,54.6700,38553036
2026-06-16,55.0000,55.4750,54.9500,55.3600,42008394
2026-06-15,55.2000,56.0500,55.0200,55.5500,44319055
2026-06-12,56.7900,58.1500,56.6300,57.5500,31964734
2026-06-11,58.7750,58.9900,57.0550,57.1200,40863527
2026-06-10,57.9400,59.0400,57.7800,58.2500,36515274
2026-06-09,58.0800,58.2100,56.8100,57.3900,46026298
2026-06-08,58.0800,58.9600,57.9700,58.3300,25717786
2026-06-05,58.6650,58.7800,57.6300,57.6700,28212971
2026-06-04,58.5000,59.0250,58.1700,58.7500,23916327
2026-06-03,58.2400,59.3750,58.0100,58.7100,46312795
2026-06-02,57.1900,58.1700,57.0800,57.9600,23842616
2026-06-01,57.0250,57.8100,56.8500,57.3000,55879350
2026-05-29,56.6800,56.7900,55.9900,56.2900,32389634
2026-05-28,57.5500,57.6800,56.6800,56.9500,46554064
2026-05-27,57.0100,57.5000,56.4750,56.9900,48329833
2026-05-26,58.8700,59.5700,57.8350,57.8500,38819875
2026-05-22,58.9900,59.6100,58.8300,59.4900,42428853
2026-05-21,60.4800,60.5900,58.7150,59.1300,45851129
2026-05-20,60.8100,61.7000,59.6750,59.8000,58964277
2026-05-19,60.8100,61.4900,60.2950,61.2900,31111027
